SSN,Disease_Type,Age_Group,Gender,State,Race,Smoking,Alcohol_Consumption,Education_Level,Insurance_Type,Exercise_Frequency,Diet_Quality,Sleep_Hours,Stress_Level,Occupation,Family_History,BMI_Category,Income_Level
258-79-3855,Heart Disease,18-30,Male,Colorado,Asian,Former,Regular,High school graduate,Medicaid,Never,Fair,6-7,Medium,Healthcare,Yes,Overweight,"$100,000+"
562-82-2829,Liver Disease,18-30,Male,California,Black,Current,Heavy,Graduate degree,Private,1-2 times/week,Fair,7-8,Low,Retired,Yes,Obese,"$75,000-$100,000"
858-73-1399,Chronic Respiratory Disease,18-30,Male,North Carolina,Other,Current,Heavy,Bachelor's degree,Medicare,3-4 times/week,Good,Less than 6,High,Service Industry,No,Underweight,"$75,000-$100,000"
401-56-3304,Chronic Respiratory Disease,61+,Other,Ohio,Asian,Current,Regular,Bachelor's degree,Medicare,Never,Good,Less than 6,High,Retired,No,Underweight,"$100,000+"
351-26-2555,Sleep Apnea,61+,Other,Arizona,Hispanic,Former,Never,High school graduate,Uninsured,5+ times/week,Fair,8+,Low,Retired,Yes,Normal,"$100,000+"
253-72-4070,Fibromyalgia,31-45,Other,Texas,Native American,Current,Never,High school graduate,Medicare,Never,Good,7-8,High,Education,No,Underweight,"$50,000-$75,000"
447-80-4747,Multiple Sclerosis,31-45,Other,Colorado,Native American,Never,Heavy,Less than high school,Medicaid,3-4 times/week,Poor,Less than 6,Low,Office/Desk Job,Yes,Underweight,"$50,000-$75,000"
675-49-4021,Type 2 Diabetes,46-60,Female,Florida,Asian,Current,Heavy,Less than high school,Uninsured,5+ times/week,Poor,8+,Medium,Healthcare,Yes,Underweight,"$30,000-$50,000"
290-70-2192,Depression,61+,Male,Washington,Other,Former,Occasional,Graduate degree,Private,Never,Excellent,6-7,Low,Manual Labor,No,Underweight,"$50,000-$75,000"
828-55-8164,Hypertension,61+,Male,Colorado,Native American,Former,Heavy,High school graduate,Uninsured,5+ times/week,Fair,Less than 6,Low,Retired,Yes,Underweight,"$50,000-$75,000"
910-18-1588,Arthritis,46-60,Female,Colorado,Other,Former,Regular,Less than high school,Private,3-4 times/week,Good,8+,Medium,Healthcare,No,Underweight,"$100,000+"
533-60-3774,Multiple Sclerosis,31-45,Other,Massachusetts,Caucasian,Never,Occasional,Some college,Uninsured,5+ times/week,Fair,Less than 6,High,Unemployed,No,Normal,"$30,000-$50,000"
554-67-8876,Heart Disease,31-45,Male,New York,Asian,Former,Heavy,Less than high school,Medicare,3-4 times/week,Good,Less than 6,Medium,Office/Desk Job,Yes,Underweight,"Less than $30,000"
506-96-2790,Obesity,61+,Other,Texas,Black,Never,Regular,Bachelor's degree,Medicaid,3-4 times/week,Excellent,6-7,High,Office/Desk Job,Yes,Normal,"$75,000-$100,000"
608-52-5812,Heart Disease,46-60,Female,California,Other,Former,Occasional,Bachelor's degree,Private,Never,Excellent,6-7,Medium,Manual Labor,Yes,Overweight,"$75,000-$100,000"
773-91-9179,Colorectal Cancer,31-45,Other,Washington,Hispanic,Never,Heavy,Bachelor's degree,Medicaid,3-4 times/week,Fair,8+,Low,Unemployed,No,Normal,"$100,000+"
548-61-3589,Breast Cancer,46-60,Male,New York,Asian,Former,Never,Less than high school,Medicare,3-4 times/week,Fair,6-7,High,Education,No,Underweight,"Less than $30,000"
980-10-7082,Hypertension,31-45,Female,Colorado,Other,Former,Regular,Less than high school,Uninsured,Never,Fair,7-8,Low,Retired,No,Overweight,"$50,000-$75,000"
438-52-8135,Arthritis,61+,Male,Florida,Caucasian,Current,Regular,Bachelor's degree,Uninsured,5+ times/week,Good,8+,Low,Retired,Yes,Normal,"$50,000-$75,000"
816-86-4124,Hypertension,18-30,Male,Massachusetts,Caucasian,Never,Never,Less than high school,Medicaid,Never,Fair,Less than 6,High,Healthcare,No,Obese,"Less than $30,000"
150-11-3254,Arthritis,61+,Male,Georgia,Asian,Never,Occasional,Some college,Medicaid,5+ times/week,Good,6-7,High,Retired,Yes,Normal,"$30,000-$50,000"
121-58-5771,Lung Cancer,61+,Male,Washington,Other,Current,Occasional,High school graduate,Uninsured,3-4 times/week,Fair,6-7,High,Retired,No,Normal,"$75,000-$100,000"
349-95-9386,Heart Disease,46-60,Female,California,Caucasian,Former,Heavy,Graduate degree,Private,1-2 times/week,Good,Less than 6,High,Education,No,Obese,"$100,000+"
415-29-4794,Chronic Respiratory Disease,46-60,Male,California,Asian,Never,Heavy,Graduate degree,Private,5+ times/week,Excellent,6-7,High,Manual Labor,No,Underweight,"$75,000-$100,000"
396-20-5572,Multiple Sclerosis,46-60,Female,Virginia,Hispanic,Never,Never,Less than high school,Medicare,1-2 times/week,Poor,Less than 6,High,Unemployed,Yes,Overweight,"$30,000-$50,000"
572-26-6936,Multiple Sclerosis,46-60,Male,Michigan,Black,Former,Regular,Less than high school,Medicare,3-4 times/week,Fair,Less than 6,Low,Office/Desk Job,No,Underweight,"$30,000-$50,000"
933-89-2642,Hypertension,61+,Other,Illinois,Asian,Never,Never,High school graduate,Private,5+ times/week,Poor,7-8,Medium,Retired,No,Normal,"$100,000+"
839-43-2137,Lung Cancer,46-60,Female,Arizona,Asian,Current,Regular,Some college,Uninsured,Never,Fair,7-8,Medium,Office/Desk Job,Yes,Underweight,"Less than $30,000"
165-96-3727,Fibromyalgia,46-60,Male,North Carolina,Caucasian,Never,Regular,Bachelor's degree,Medicare,Never,Fair,7-8,Low,Retired,No,Normal,"$30,000-$50,000"
945-40-5880,Fibromyalgia,61+,Female,Michigan,Native American,Former,Never,Some college,Uninsured,Never,Poor,7-8,Low,Retired,Yes,Underweight,"$100,000+"
492-43-6598,Colorectal Cancer,46-60,Female,Massachusetts,Caucasian,Current,Heavy,High school graduate,Medicaid,3-4 times/week,Poor,8+,Low,Healthcare,Yes,Underweight,"$100,000+"
620-32-3341,Hypertension,61+,Male,Ohio,Native American,Former,Regular,Graduate degree,Medicare,1-2 times/week,Excellent,6-7,Medium,Service Industry,Yes,Overweight,"$30,000-$50,000"
714-35-7836,Chronic Respiratory Disease,31-45,Male,Florida,Caucasian,Current,Never,Some college,Uninsured,3-4 times/week,Poor,6-7,Medium,Education,No,Obese,"$75,000-$100,000"
602-15-3564,Chronic Kidney Disease,46-60,Male,Arizona,Hispanic,Former,Never,High school graduate,Uninsured,3-4 times/week,Good,8+,Low,Service Industry,Yes,Normal,"$30,000-$50,000"
123-40-9694,Colorectal Cancer,61+,Other,Pennsylvania,Other,Former,Heavy,Graduate degree,Medicaid,3-4 times/week,Poor,6-7,Medium,Retired,No,Overweight,"$75,000-$100,000"
731-46-6388,Hypertension,31-45,Male,Virginia,Asian,Current,Heavy,Some college,Private,3-4 times/week,Fair,7-8,Low,Manual Labor,Yes,Normal,"$50,000-$75,000"
220-27-9611,Colorectal Cancer,46-60,Male,North Carolina,Other,Never,Heavy,Some college,Uninsured,3-4 times/week,Good,6-7,High,Service Industry,No,Overweight,"$75,000-$100,000"
739-19-3221,Chronic Respiratory Disease,18-30,Male,Washington,Asian,Current,Occasional,Some college,Medicare,Never,Excellent,Less than 6,Low,Education,Yes,Obese,"$75,000-$100,000"
270-63-5993,Multiple Sclerosis,31-45,Male,California,Caucasian,Current,Never,High school graduate,Medicaid,3-4 times/week,Poor,7-8,High,Office/Desk Job,Yes,Normal,"$30,000-$50,000"
362-25-4248,Chronic Respiratory Disease,46-60,Male,Michigan,Hispanic,Current,Occasional,Graduate degree,Private,Never,Fair,Less than 6,Medium,Manual Labor,No,Underweight,"$75,000-$100,000"
465-47-8551,Chronic Kidney Disease,46-60,Other,North Carolina,Black,Current,Occasional,Bachelor's degree,Medicare,5+ times/week,Fair,8+,High,Education,No,Normal,"Less than $30,000"
896-55-6790,Depression,18-30,Male,Washington,Black,Never,Regular,Some college,Medicare,3-4 times/week,Poor,6-7,High,Education,Yes,Overweight,"$100,000+"
583-92-8387,Chronic Respiratory Disease,31-45,Other,Arizona,Hispanic,Never,Heavy,Bachelor's degree,Medicare,3-4 times/week,Excellent,6-7,High,Office/Desk Job,No,Normal,"$30,000-$50,000"
690-30-4657,Chronic Kidney Disease,18-30,Other,Georgia,Asian,Current,Never,Less than high school,Private,1-2 times/week,Good,7-8,High,Retired,Yes,Overweight,"Less than $30,000"
682-15-6179,Breast Cancer,31-45,Male,Pennsylvania,Caucasian,Current,Never,Some college,Medicare,5+ times/week,Poor,7-8,Low,Service Industry,Yes,Normal,"$100,000+"
964-40-7201,Lung Cancer,31-45,Other,New York,Black,Current,Never,Graduate degree,Medicare,1-2 times/week,Good,7-8,Low,Manual Labor,No,Overweight,"$100,000+"
572-20-5532,Hypertension,31-45,Other,Ohio,Caucasian,Current,Regular,Less than high school,Uninsured,5+ times/week,Poor,6-7,Low,Service Industry,No,Underweight,"Less than $30,000"
243-45-4507,Type 2 Diabetes,61+,Other,Washington,Native American,Never,Never,Graduate degree,Medicare,Never,Excellent,Less than 6,High,Unemployed,No,Overweight,"$75,000-$100,000"
179-91-3392,Liver Disease,31-45,Female,Arizona,Asian,Former,Occasional,High school graduate,Medicare,5+ times/week,Fair,Less than 6,High,Education,Yes,Normal,"Less than $30,000"
636-30-4184,Liver Disease,31-45,Female,Washington,Hispanic,Current,Regular,High school graduate,Medicaid,3-4 times/week,Excellent,6-7,Low,Manual Labor,Yes,Obese,"$75,000-$100,000"
275-27-7376,Lung Cancer,46-60,Female,Washington,Black,Former,Occasional,Graduate degree,Private,1-2 times/week,Fair,6-7,High,Unemployed,No,Normal,"$75,000-$100,000"
994-32-2880,Type 2 Diabetes,31-45,Other,Texas,Black,Former,Never,Bachelor's degree,Private,5+ times/week,Good,8+,High,Education,No,Obese,"$100,000+"
878-73-8810,Heart Disease,61+,Female,North Carolina,Caucasian,Former,Occasional,Less than high school,Private,5+ times/week,Good,8+,Medium,Retired,No,Underweight,"Less than $30,000"
641-60-7347,Colorectal Cancer,31-45,Male,Illinois,Black,Former,Regular,Bachelor's degree,Medicaid,1-2 times/week,Excellent,6-7,Low,Education,No,Underweight,"$100,000+"
866-20-4427,Lung Cancer,61+,Female,Virginia,Black,Former,Heavy,Bachelor's degree,Private,3-4 times/week,Good,7-8,Low,Service Industry,Yes,Obese,"Less than $30,000"
365-28-9024,Arthritis,46-60,Other,Florida,Black,Never,Regular,Graduate degree,Private,5+ times/week,Good,7-8,Low,Manual Labor,Yes,Normal,"$75,000-$100,000"
192-27-3823,Hypertension,31-45,Female,Colorado,Caucasian,Current,Occasional,Bachelor's degree,Uninsured,5+ times/week,Fair,Less than 6,Low,Healthcare,Yes,Underweight,"$75,000-$100,000"
812-11-9984,Chronic Respiratory Disease,46-60,Male,Georgia,Asian,Current,Heavy,Graduate degree,Private,1-2 times/week,Fair,8+,Medium,Manual Labor,No,Obese,"Less than $30,000"
633-16-8030,Lung Cancer,18-30,Other,Massachusetts,Hispanic,Former,Regular,High school graduate,Uninsured,Never,Excellent,Less than 6,Low,Unemployed,Yes,Obese,"$100,000+"
335-66-6610,Lung Cancer,46-60,Other,Georgia,Asian,Current,Occasional,High school graduate,Medicaid,1-2 times/week,Poor,6-7,High,Manual Labor,No,Underweight,"$50,000-$75,000"
642-17-2452,Type 2 Diabetes,61+,Female,Colorado,Black,Never,Occasional,Graduate degree,Uninsured,Never,Excellent,Less than 6,Low,Retired,Yes,Normal,"$100,000+"
758-33-4130,Fibromyalgia,46-60,Other,Colorado,Hispanic,Never,Heavy,Some college,Uninsured,3-4 times/week,Good,Less than 6,High,Office/Desk Job,No,Normal,"$100,000+"
640-70-8962,Colorectal Cancer,18-30,Male,Florida,Other,Current,Occasional,Bachelor's degree,Medicaid,1-2 times/week,Fair,7-8,Low,Retired,Yes,Normal,"$75,000-$100,000"
631-76-6043,Heart Disease,31-45,Female,Arizona,Other,Never,Never,Some college,Medicare,3-4 times/week,Fair,6-7,Medium,Unemployed,Yes,Obese,"$50,000-$75,000"
190-98-4765,Chronic Respiratory Disease,31-45,Male,Virginia,Caucasian,Never,Occasional,Graduate degree,Uninsured,1-2 times/week,Poor,6-7,Low,Office/Desk Job,No,Normal,"$30,000-$50,000"
568-93-1581,Arthritis,31-45,Male,Illinois,Other,Former,Occasional,High school graduate,Uninsured,1-2 times/week,Poor,8+,Low,Healthcare,Yes,Overweight,"$50,000-$75,000"
222-25-3918,Breast Cancer,18-30,Female,Georgia,Native American,Never,Occasional,Graduate degree,Medicare,5+ times/week,Excellent,8+,Low,Manual Labor,Yes,Normal,"$100,000+"
948-44-8026,Heart Disease,46-60,Other,North Carolina,Asian,Former,Regular,Less than high school,Medicaid,3-4 times/week,Excellent,8+,High,Education,No,Obese,"Less than $30,000"
436-74-7850,Heart Disease,61+,Other,Pennsylvania,Caucasian,Never,Regular,Less than high school,Medicaid,1-2 times/week,Poor,Less than 6,High,Retired,Yes,Underweight,"$100,000+"
488-43-5266,Breast Cancer,31-45,Female,Washington,Caucasian,Former,Heavy,Bachelor's degree,Uninsured,Never,Excellent,8+,Medium,Service Industry,Yes,Normal,"$75,000-$100,000"
357-71-1364,Lung Cancer,46-60,Male,Michigan,Asian,Current,Regular,High school graduate,Uninsured,Never,Good,7-8,Medium,Retired,Yes,Underweight,"$50,000-$75,000"
837-49-2605,Heart Disease,61+,Other,Ohio,Other,Former,Occasional,Some college,Medicaid,1-2 times/week,Good,6-7,Medium,Healthcare,Yes,Underweight,"$75,000-$100,000"
225-92-1331,Sleep Apnea,18-30,Other,Pennsylvania,Hispanic,Current,Occasional,Bachelor's degree,Medicaid,1-2 times/week,Poor,Less than 6,Medium,Unemployed,Yes,Underweight,"$100,000+"
846-59-2974,Type 2 Diabetes,46-60,Female,Florida,Other,Former,Heavy,Less than high school,Medicaid,3-4 times/week,Excellent,7-8,Low,Unemployed,Yes,Obese,"$30,000-$50,000"
327-15-1473,Liver Disease,61+,Male,Ohio,Other,Former,Occasional,Less than high school,Medicare,5+ times/week,Fair,7-8,Medium,Retired,Yes,Normal,"$30,000-$50,000"
119-23-8733,Arthritis,46-60,Female,Pennsylvania,Other,Former,Heavy,Some college,Private,5+ times/week,Fair,7-8,Low,Healthcare,No,Normal,"Less than $30,000"
305-45-4901,Liver Disease,46-60,Female,Arizona,Asian,Former,Heavy,Some college,Medicaid,Never,Good,8+,High,Healthcare,No,Underweight,"Less than $30,000"
787-60-3473,Type 2 Diabetes,61+,Other,Illinois,Other,Current,Never,Bachelor's degree,Medicaid,1-2 times/week,Poor,6-7,Low,Retired,No,Obese,"$30,000-$50,000"
603-33-9619,Arthritis,18-30,Female,Virginia,Asian,Never,Regular,High school graduate,Medicaid,1-2 times/week,Excellent,8+,Medium,Unemployed,Yes,Normal,"Less than $30,000"
608-22-7496,Lung Cancer,46-60,Other,Virginia,Native American,Current,Regular,Less than high school,Medicaid,3-4 times/week,Fair,6-7,Low,Healthcare,No,Obese,"$100,000+"
593-88-2896,Sleep Apnea,18-30,Female,North Carolina,Asian,Current,Occasional,Some college,Uninsured,5+ times/week,Poor,7-8,Medium,Education,No,Underweight,"$50,000-$75,000"
234-85-6351,Type 2 Diabetes,31-45,Other,Illinois,Native American,Former,Heavy,High school graduate,Private,Never,Excellent,8+,Low,Education,No,Overweight,"$75,000-$100,000"
974-89-2422,Lung Cancer,46-60,Other,Florida,Asian,Current,Never,Graduate degree,Uninsured,Never,Excellent,6-7,Medium,Manual Labor,Yes,Normal,"$100,000+"
679-70-2239,Heart Disease,61+,Female,North Carolina,Caucasian,Never,Occasional,Graduate degree,Medicare,3-4 times/week,Fair,Less than 6,Low,Retired,Yes,Normal,"$75,000-$100,000"
574-95-9334,Fibromyalgia,46-60,Female,Pennsylvania,Other,Current,Regular,High school graduate,Medicare,5+ times/week,Good,Less than 6,Low,Unemployed,Yes,Normal,"$50,000-$75,000"
524-71-6395,Chronic Respiratory Disease,46-60,Other,Virginia,Hispanic,Current,Never,Graduate degree,Private,5+ times/week,Poor,6-7,Low,Service Industry,No,Underweight,"$50,000-$75,000"
383-65-5838,Colorectal Cancer,31-45,Male,New York,Native American,Never,Heavy,Graduate degree,Medicare,5+ times/week,Poor,7-8,Low,Healthcare,Yes,Normal,"$100,000+"
735-19-8616,Colorectal Cancer,18-30,Male,Illinois,Asian,Current,Regular,Graduate degree,Private,5+ times/week,Good,6-7,Low,Service Industry,No,Obese,"$100,000+"
802-53-3614,Hypertension,46-60,Female,Florida,Black,Former,Heavy,Bachelor's degree,Medicaid,5+ times/week,Fair,Less than 6,High,Healthcare,No,Normal,"$100,000+"
864-77-2604,Chronic Kidney Disease,46-60,Other,Ohio,Native American,Never,Never,Graduate degree,Uninsured,5+ times/week,Fair,6-7,High,Retired,Yes,Underweight,"$75,000-$100,000"
223-21-9392,Liver Disease,31-45,Other,Colorado,Asian,Former,Regular,Less than high school,Private,Never,Fair,8+,Low,Healthcare,No,Underweight,"$30,000-$50,000"
554-39-4275,Arthritis,46-60,Other,Massachusetts,Asian,Current,Regular,Graduate degree,Medicare,5+ times/week,Fair,8+,Medium,Unemployed,No,Normal,"Less than $30,000"
725-79-7205,Fibromyalgia,61+,Other,Pennsylvania,Hispanic,Former,Never,Graduate degree,Medicaid,5+ times/week,Excellent,7-8,Medium,Retired,Yes,Normal,"$100,000+"
292-27-2184,Type 2 Diabetes,18-30,Female,Michigan,Other,Never,Never,Graduate degree,Medicare,1-2 times/week,Good,7-8,Medium,Service Industry,No,Obese,"$100,000+"
688-78-3636,Hypertension,46-60,Other,North Carolina,Native American,Former,Heavy,Bachelor's degree,Medicare,1-2 times/week,Poor,Less than 6,Medium,Unemployed,Yes,Obese,"$100,000+"
502-30-3201,Multiple Sclerosis,61+,Male,Pennsylvania,Asian,Never,Heavy,Less than high school,Medicaid,1-2 times/week,Poor,6-7,Low,Education,Yes,Overweight,"$75,000-$100,000"
661-43-1938,Type 2 Diabetes,46-60,Male,Massachusetts,Caucasian,Former,Occasional,Some college,Uninsured,3-4 times/week,Good,6-7,Medium,Service Industry,No,Normal,"$50,000-$75,000"
140-53-4970,Hypertension,18-30,Male,Texas,Black,Never,Regular,Graduate degree,Medicaid,3-4 times/week,Good,8+,High,Healthcare,No,Overweight,"Less than $30,000"
389-18-6805,Obesity,18-30,Male,Washington,Asian,Current,Never,Some college,Medicare,Never,Poor,7-8,High,Unemployed,No,Underweight,"Less than $30,000"
720-46-4210,Colorectal Cancer,18-30,Other,Florida,Other,Current,Never,Graduate degree,Medicare,5+ times/week,Excellent,Less than 6,Medium,Unemployed,No,Normal,"$100,000+"
705-12-9753,Lung Cancer,61+,Other,North Carolina,Native American,Current,Occasional,Some college,Uninsured,3-4 times/week,Fair,6-7,High,Retired,No,Underweight,"$75,000-$100,000"
300-28-2740,Sleep Apnea,31-45,Other,Colorado,Asian,Never,Never,Bachelor's degree,Medicare,5+ times/week,Good,6-7,Low,Education,Yes,Normal,"Less than $30,000"
275-96-3770,Heart Disease,46-60,Female,Colorado,Asian,Never,Regular,Bachelor's degree,Private,Never,Excellent,6-7,High,Manual Labor,No,Overweight,"Less than $30,000"
487-34-7273,Liver Disease,31-45,Female,Florida,Other,Never,Never,Some college,Medicaid,1-2 times/week,Excellent,6-7,Low,Education,No,Obese,"$100,000+"
802-24-5325,Chronic Respiratory Disease,61+,Male,New York,Hispanic,Former,Occasional,Some college,Uninsured,5+ times/week,Good,Less than 6,Medium,Manual Labor,No,Underweight,"$75,000-$100,000"
301-77-4119,Hypertension,31-45,Female,Virginia,Hispanic,Current,Heavy,High school graduate,Medicare,1-2 times/week,Poor,6-7,Medium,Office/Desk Job,No,Obese,"Less than $30,000"
398-61-3080,Chronic Respiratory Disease,46-60,Other,Ohio,Other,Current,Occasional,Graduate degree,Medicaid,5+ times/week,Excellent,Less than 6,Medium,Healthcare,Yes,Normal,"$100,000+"
765-30-7173,Chronic Respiratory Disease,46-60,Other,Virginia,Hispanic,Never,Heavy,High school graduate,Medicare,Never,Good,6-7,High,Retired,No,Normal,"Less than $30,000"
729-74-2192,Multiple Sclerosis,31-45,Male,Virginia,Hispanic,Current,Occasional,Less than high school,Medicare,Never,Good,Less than 6,High,Manual Labor,Yes,Normal,"$75,000-$100,000"
895-45-6533,Breast Cancer,61+,Female,Virginia,Native American,Never,Regular,Less than high school,Uninsured,5+ times/week,Poor,8+,Medium,Retired,No,Underweight,"$30,000-$50,000"
969-67-8512,Chronic Respiratory Disease,46-60,Male,North Carolina,Other,Never,Heavy,Graduate degree,Private,1-2 times/week,Poor,6-7,Low,Manual Labor,Yes,Underweight,"$50,000-$75,000"
198-26-8573,Depression,31-45,Other,California,Caucasian,Current,Regular,High school graduate,Medicaid,3-4 times/week,Excellent,Less than 6,Medium,Education,Yes,Underweight,"Less than $30,000"
266-12-2441,Multiple Sclerosis,61+,Male,Massachusetts,Native American,Never,Heavy,High school graduate,Uninsured,Never,Fair,Less than 6,Low,Healthcare,Yes,Overweight,"Less than $30,000"
